PN,End-of-Sale Date,End of New Service Attachment Date,End of Service Contract Renewal Date,Last Date of Support,Source Link,Notes,Found as
WS-C3550-48-EMI,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-C3560-24PS-S,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3560-24PS-S
WS-C3560-24TS-E,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3560-24TS-E
WS-C3560-24TS-S,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3560-24TS-S
WS-C3560-48TS-S,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3560-48TS-S
WS-C3560-8PC-S,"July 29, 2013","July 29, 2014","October 24, 2017","July 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-2960-series-switches/eol__C51-726504.html,OK,WS-C3560-8PC-S
WS-C3560E-12SD-S,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3560E-12SD-S
WS-C3560G-24TS-E,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3560G-24TS-E
WS-C3560G-24TS-S,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3560G-24TS-S
WS-C3560G-48TS-E,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3560G-48TS-E
WS-C3560G-48TS-S,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3560G-48TS-S
WS-C3560V2-24PS-S,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3560V2-24PS-S
WS-C3560V2-24TS-E,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3560V2-24TS-E
WS-C3560V2-24TS-S,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3560V2-24TS-S
WS-C3560V2-24TS-SD,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3560V2-24TS-SD
WS-C3560V2-48TS-S,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3560V2-48TS-S
WS-C3750-24PS-S,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3750-24PS-S
WS-C3750-48PS-S,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3750-48PS-S
WS-C3750-48TS-E,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3750-48TS-E
WS-C3750-48TS-S,"July 5, 2010","July 5, 2011","September 30, 2014","July 31, 2015",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/end_of_life_notice_c51-574778.html,OK,WS-C3750-48TS-S
WS-C3750E-24TD-E,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750E-24TD-E
WS-C3750G-12S-E,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-12S-E
WS-C3750G-12S-S,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-12S-S
WS-C3750G-12S-SD,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-12S-SD
WS-C3750G-24T-E,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-24T-E
WS-C3750G-24T-S,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-24T-S
WS-C3750G-24TS-E,"March 16, 2009","March 16, 2010","June 11, 2013","March 15, 2014",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51_489759.html,OK,WS-C3750G-24TS-E
WS-C3750G-24TS-E1U,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-24TS-E1U
WS-C3750G-24TS-S,"March 16, 2009","March 16, 2010","June 11, 2013","March 15, 2014",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51_489759.html,OK,WS-C3750G-24TS-S
WS-C3750G-24TS-S1U,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-24TS-S1U
WS-C3750G-48TS-E,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-48TS-E
WS-C3750G-48TS-S,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eol_c51-696372.html,OK,WS-C3750G-48TS-S
WS-C3750V2-48TS-E,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3750V2-48TS-E
WS-C3750V2-48TS-S,"May 14, 2016","May 14, 2017","August 12, 2020","May 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,OK,WS-C3750V2-48TS-S
WS-C3750X-12S-E,"October 30, 2016","October 30, 2017","January 28, 2021","October 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,OK,WS-C3750X-12S-E
WS-C3750X-48T-S,"October 30, 2016","October 30, 2017","January 28, 2021","October 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,OK,WS-C3750X-48T-S
WS-C4503-E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-4503-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C4503-E
WS-C4506-E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-4506-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C4506-E
WS-C4900M,"October 30, 2016","October 30, 2017","January 28, 2021","October 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eos-eol-notice-c51-736182.html,OK,WS-C4900M
WS-C4900-SW-LIC,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-4948-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C4900-SW-LIC
WS-C4948,"August 1, 2013","August 1, 2014","October 30, 2017","July 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eol_C51-712223.html,OK,WS-C4948
WS-C4948-10GE,"February 28, 2013","February 28, 2014","May 29, 2017","February 28, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eol_c51-702107.html,OK,WS-C4948-10GE
WS-C4948-10GE-E,"February 28, 2013","February 28, 2014","May 29, 2017","February 28, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eol_c51-702107.html,OK,WS-C4948-10GE-E
WS-C4948-10GE-S,"February 28, 2013","February 28, 2014","May 29, 2017","February 28, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eol_c51-702107.html,OK,WS-C4948-10GE-S
WS-C4948E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-4948e-ethernet-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C4948E
WS-C4948-E,"August 1, 2013","August 1, 2014","October 30, 2017","July 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eol_C51-712223.html,OK,WS-C4948-E
WS-C4948-S,"August 1, 2013","August 1, 2014","October 30, 2017","July 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eol_C51-712223.html,OK,WS-C4948-S
WS-C6000-CL,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-C6000-VTT,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-C6504-E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-6504-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C6504-E
WS-C6506,"November 1, 2006","November 1, 2007","August 1, 2012","November 30, 2012",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/prod_end-of-life_notice0900aecd8035ece4.html,OK,WS-C6506
WS-C6506-E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-6506-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C6506-E
WS-C6506-E-FAN,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-6506-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C6506-E-FAN
WS-C6506E-S32-GE,N/A,N/A,N/A,N/A,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-683155.html,Error parsing EoS doc. For dates please check source link,WS-C6506E-S32-GE
WS-C6509,"November 1, 2006","November 1, 2007","August 1, 2012","November 30, 2012",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/prod_end-of-life_notice0900aecd8035ece4.html,OK,WS-C6509
WS-C6509-1300AC,"November 1, 2006","November 1, 2007","August 1, 2012","November 30, 2012",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/prod_end-of-life_notice0900aecd8035ece4.html,OK,WS-C6509-1300AC
WS-C6509-E,"April 23, 2012",N/A,N/A,"April 30, 2017",http://www.cisco.com/c/en/us/support/interfaces-modules/catalyst-6500-series-7600-series-wireless-services-module-wism/model.html,EOS status End (No  specific EOS for this PN),WS-C6509-E
WS-C6509-E-FAN,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-6509-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C6509-E-FAN
WS-C6509E-S32-GE,N/A,N/A,N/A,N/A,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-683155.html,Error parsing EoS doc. For dates please check source link,WS-C6509E-S32-GE
WS-C6509-E-VPN+-K9,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-6509-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-C6509-E-VPN+-K9
WS-C6K-VTT,"July 31, 2015","July 31, 2016","October 31, 2019","July 31, 2020",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,OK,WS-C6K-VTT
WS-C6K-VTT-E,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-CAC-2500W,"January 13, 2006","January 13, 2007","April 10, 2010","January 31, 2011",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/prod_end-of-life_notice0900aecd802e87bb.html,OK,WS-CAC-2500W
WS-CAC-3000W,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-CAC-4000W-INT,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-CAC-6000W,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-CDC-2500W,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-CDC-2500W
WS-CF-UPG,"July 31, 2015","July 31, 2016","October 31, 2019","July 31, 2020",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,OK,WS-CF-UPG
WS-F6700-CFC,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-F6700-CFC
WS-F6700-DFC3C,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-F6700-DFC3C
WS-F6700-DFC3CXL,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-F6700-DFC3CXL
WS-F6K-MSFC2A,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/interfaces-modules/catalyst-6500-series-supervisor-engine-32-msfc2a/model.html,EOS status Orderable (No  specific EOS for this PN),WS-F6K-MSFC2A
WS-F6K-PFC3B,"January 30, 2014","January 30, 2015","April 27, 2018","January 31, 2019",http://www.cisco.com/c/en/us/products/collateral/switches/mgx-8800-series-switches/end_of_life_notice_c51-729149.html,OK,WS-F6K-PFC3B
WS-F6K-PFC3BXL,"January 30, 2014","January 30, 2015","April 27, 2018","January 31, 2019",http://www.cisco.com/c/en/us/products/collateral/switches/mgx-8800-series-switches/end_of_life_notice_c51-729149.html,OK,WS-F6K-PFC3BXL
WS-G5483,"February 1, 2014","February 1, 2015","May 2, 2018","January 31, 2019",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eol__C51-726566.html,OK,WS-G5483
WS-G5484,"February 1, 2014","February 1, 2015","May 2, 2018","January 31, 2019",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eol__C51-726566.html,OK,WS-G5484
WS-G5486,"February 1, 2014","February 1, 2015","May 2, 2018","January 31, 2019",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eol__C51-726566.html,OK,WS-G5486
WS-SUP32-GE-3B,N/A,N/A,N/A,N/A,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-683155.html,Error parsing EoS doc. For dates please check source link,WS-SUP32-GE-3B
WS-SUP720,"December 18, 2009","December 18, 2011",March 18 2014,"December 17, 2014",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-500212.html,OK,WS-SUP720
WS-SUP720 ,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-SUP720-3B,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-697975.html,OK,WS-SUP720-3B
WS-SUP720-3BXL,"January 30, 2013","January 30, 2014","April 30, 2017","January 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-697975.html,OK,WS-SUP720-3BXL
WS-SUP720-3BXL ,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-SUP720-BASE,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
WS-SVC-ADM-1-K9,"July 31, 2010","July 31, 2011","October 26, 2014","July 30, 2015",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/services-modules/end_of_life_c51-573493.html,OK,WS-SVC-ADM-1-K9
WS-SVC-AGM-1-K9,"July 31, 2010","July 31, 2011","October 26, 2014","July 30, 2015",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/services-modules/end_of_life_c51-573493.html,OK,WS-SVC-AGM-1-K9
WS-SVC-FWM-1-K9,"September 25, 2012","September 25, 2013","December 21, 2016","September 30, 2017",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/catalyst-6500-series-firewall-services-module/eol_c51-699134.html,OK,WS-SVC-FWM-1-K9
WS-SVC-MWAM-1,"December 29, 2009","December 29, 2010","March 26, 2014","December 31, 2014",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/multiprocessor-wan-application-modules/eol_c51_548613.html,OK,WS-SVC-MWAM-1
WS-X4448-GB-SFP,"April 28, 2014","April 28, 2015","July 24, 2018","April 30, 2019",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-730031.html,OK,WS-X4448-GB-SFP
WS-X4593-E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-4503-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-X4593-E
WS-X4596-E,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/switches/catalyst-4506-e-switch/model.html,EOS status Orderable (No  specific EOS for this PN),WS-X4596-E
WS-X45-SUP6-E,"March 1, 2014","March 1, 2015","May 30, 2018","February 28, 2019",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eol__C51-726869.html,OK,WS-X45-SUP6-E
WS-X4624-SFP-E,"April 30, 2017","April 30, 2018","July 29, 2021","April 30, 2022",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,OK,WS-X4624-SFP-E
WS-X4648-RJ45-E,"April 30, 2017","April 30, 2018","July 29, 2021","April 30, 2022",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,OK,WS-X4648-RJ45-E
WS-X4908-10GE,"October 30, 2016","October 30, 2017","January 28, 2021","October 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eos-eol-notice-c51-736182.html,OK,WS-X4908-10GE
WS-X4920-GB-RJ45,"October 30, 2016","October 30, 2017","January 28, 2021","October 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eos-eol-notice-c51-736182.html,OK,WS-X4920-GB-RJ45
WS-X4992,"October 30, 2016","October 30, 2017","January 28, 2021","October 31, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4900-series-switches/eos-eol-notice-c51-736182.html,OK,WS-X4992
WS-X6148A-GE-TX,"July 31, 2013","July 31, 2014","October 26, 2017","July 31, 2018",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol__C51-726523.html,OK,WS-X6148A-GE-TX
WS-X6148A-RJ-45,"July 31, 2012","July 31, 2013","October 26, 2016","July 31, 2017",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51-698807.html,OK,WS-X6148A-RJ-45
WS-X6148-GE-TX,"December 15, 2009","December 15, 2010","March 15, 2014","December 14, 2014",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51_509455.html,OK,WS-X6148-GE-TX
WS-X6148-RJ-45,"December 15, 2009","December 15, 2010","March 15, 2014","December 14, 2014",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51_509455.html,OK,WS-X6148-RJ-45
WS-X6348-RJ-45,"January 13, 2006","January 13, 2007","April 10, 2010","January 31, 2011",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/prod_end-of-life_notice0900aecd802e87bb.html,OK,WS-X6348-RJ-45
WS-X6408A-GBIC,"May 18, 2009","May 18, 2010","August 13, 2013","May 31, 2014",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eol_c51_496000.html,OK,WS-X6408A-GBIC
WS-X6516-GBIC,"January 13, 2006","January 13, 2007","April 10, 2010","January 31, 2011",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/prod_end-of-life_notice0900aecd802e87bb.html,OK,WS-X6516-GBIC
WS-X6582-2PA,"January 29, 2014","January 29, 2015","April 26, 2018","January 31, 2019",http://www.cisco.com/c/en/us/products/collateral/routers/7600-series-routers/end_of_life_notice_c51-729112.html,OK,WS-X6582-2PA
WS-X6704-10GE,"July 31, 2015","July 31, 2016","October 31, 2019","July 31, 2020",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,OK,WS-X6704-10GE
WS-X6708-10G-3C,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-X6708-10G-3C
WS-X6708-10G-3CXL,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-X6708-10G-3CXL
WS-X6708-10GE,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-X6708-10GE
WS-X6724-SFP,"July 31, 2015","July 31, 2016","October 31, 2019","July 31, 2020",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,OK,WS-X6724-SFP
WS-X6748-GE-TX,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-X6748-GE-TX
WS-X6748-SFP,"April 30, 2016","April 30, 2017","July 26, 2020","April 30, 2021",http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,OK,WS-X6748-SFP
X2,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
X2-10GB-DWDM,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
X2-10GB-ER,"July 1, 2017","July 1, 2018","September 29, 2021","June 30, 2022",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-737526.html,OK,X2-10GB-ER
X2-10GB-LR,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/interfaces-modules/10gbase-lr-x2-module/model.html,EOS status Orderable (No  specific EOS for this PN),X2-10GB-LR
X2-10GB-SR,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/interfaces-modules/10gbase-sr-x2-module/model.html,EOS status Orderable (No  specific EOS for this PN),X2-10GB-SR
X2-10GB-ZR,"July 1, 2017","July 1, 2018","September 29, 2021","June 30, 2022",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-737526.html,OK,X2-10GB-ZR
X2-10G-LR,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
X2-DWDM-1550.92-80,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
X2-DWDM-1558.98-80,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
X2toSFP+,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
XENPAK-10GB-ER,"September 11, 2007","September 10, 2008","December 7, 2011","September 9, 2012",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/prod_end-of-life_notice0900aecd805f8efc.html,OK,XENPAK-10GB-ER
XENPAK-10GB-ER+,"September 30, 2015","September 29, 2016","December 26, 2019","September 30, 2020",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,OK,XENPAK-10GB-ER+
XENPAK-10GB-LR,"December 13, 2007","December 12, 2008","March 9, 2012","December 11, 2012",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/prod_end-of-life_notice0900aecd80665f79.html,OK,XENPAK-10GB-LR
XENPAK-10GB-LR+,"September 30, 2015","September 29, 2016","December 26, 2019","September 30, 2020",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,OK,XENPAK-10GB-LR+
XENPAK-10GB-SR,"September 30, 2015","September 29, 2016","December 26, 2019","September 30, 2020",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,OK,XENPAK-10GB-SR
XENPAK-10GB-ZR,"September 30, 2015","September 29, 2016","December 26, 2019","September 30, 2020",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,OK,XENPAK-10GB-ZR
XFP-10GER-192IR+,"January 31, 2017","January 31, 2018","May 1, 2021","January 31, 2022",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-736656.html,OK,XFP-10GER-192IR+
XFP10GER-192IR-L,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
XFP-10GER-OC192IR,"April 20, 2010","April 20, 2011","July 16, 2014","April 19, 2015",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/10-gigabit-modules/end_of_life_c51-566178.html,OK,XFP-10GER-OC192IR
XFP10GLR-192SR-L,None Announced,N/A,N/A,None Announced,http://www.cisco.com/c/en/us/support/interfaces-modules/multi-rate-10gbase-lr-oc192-sr-xfp-module/model.html,EOS status Orderable (No  specific EOS for this PN),XFP10GLR-192SR-L
XFP-10GLR-OC192SR,"January 31, 2017","January 31, 2018","May 1, 2021","January 31, 2022",http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-736656.html,OK,XFP-10GLR-OC192SR
XFP-10G-MM-SR,NULL,NULL,NULL,NULL,NULL,Cant find info about this PN,NULL
